image,mask,reference,type,utility
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_059/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_059/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/059.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_059/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_059/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/059.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_059/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_059/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/059.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_067/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/067.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_136/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/136.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_160/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/160.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_205/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/205.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_234/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/234.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_07.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_240/acc_07_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/240.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_00.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_00_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_01.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_01_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_02.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_02_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_03.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_03_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_04.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_04_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_05.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_05_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_06.png,/data/chenjiawen/MissingBoundary/outputs/generated_v3_visa_clean/pipe_fryum/blind_defect/sample_273/acc_06_mask.png,/data/chenjiawen/MissingBoundary/outputs/visa_datasets/pipe_fryum/train/good/273.png,defect,1.0
